title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""21 Icons"" (2013) {Imtiaz Sooliman: The Good Doctor (#2.2)}"	 Imtiaz Sooliman, founder of the humanitarian aid organisation Gift of the Givers, talks to filmmaker and photographer Adrian Steirn during a portrait sitting about his work in the world's disaster zones; his view that, regardless of race, religion or geography, humankind is one nation.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {John Kani: A Shackled Performance (#1.18)}"	 Photographer and filmmaker Adrian Steirn joins the award-winning actor, director and playwright John Kani at the Market Theatre in downtown Johannesburg, where they talk about his lifelong work in theatre and how it was shaped by the struggle against apartheid.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Kitty Phetla: The Black Swan (#2.8)}"	 Award-winning ballerina, choreographer and model Kitty Phetla talks with filmmaker and photographer Adrian Steirn about her journey from Soweto onto the world's stages, and performing one of the most iconic roles - The Dying Swan - for former president Nelson Mandela.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Laduma Ngxokolo (#3.6)}"	 Surrounded by his own wares at Merchants on Long in Cape Town, Laduma Ngxokolo talks to photographer Gary Van Wyk about his start in the business, the importance of preserving our heritage, and what he thinks about the state of South African Fashion.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Miriam Tlali: Her Story (#2.19)}"	 Miriam Tlali shares her life story with Filmmaker and photographer Adrian Steirn about being the first black female author in South Africa to publish a novel. Tlali accomplished this despite being denied education at the university of her choice due to racial predispositions. In this film she discusses her love of the classics, Thackeray and Dickens, and the incredible power of storytelling in unveiling the truth.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Pieter Dirk Uys: Piet-a-Boo! (#2.11)}"	 Satirist Pieter-Dirk Uys talks to renowned filmmaker and photographer Adrian Steirn about growing up under apartheid, the birth of his alter ego Evita Bezuidenhout, and how South Africa's favourite socialite and political activist continues to tackle issues in the 'new' South Africa.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Pregs Govender: A Balanced Life (#2.12)}"	 Pregs Govender, human rights and gender activist talks to filmmaker and photographer Adrian Steirn about her 30-year career devoted to women's emancipation and equality and her continued dedication to the fight against racism, the ills of capitalism as well as prejudice and gender inequality after 20 years of democracy.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Sophia Williams De Bruyn: In Prayer and Protest (#1.4)}"	 Sophia Williams De Bruyn reminisces with filmmaker and photographer Adrian Steirn about the great women's march to the Union Buildings in 1956 and recounts the dignity, bravery and courage of these women who changed the course of South African history.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Icons"" (2013) {Zanele Situ: Against All Odds (#2.18)}"	 Zanele Situ speaks to filmmaker and photographer Adrian Steirn about growing up in rural Transkei and being struck down by TB at the age of 12. The disease left both her legs paralysed but she was determined not to let that get her down. Overcoming great adversity she became the first black South African female athlete to win a Paralympic gold medal at the Sydney Games in 2000.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987)"	 21 Jump Street is the headquarters for a squad of police officers who specialize in investigations relating to young people. Each of the Jump St. personnel was selected for their ability to pass for high school or college students, allowing them to operate undercover in areas where it is difficult for regular police officers to blend in unnoticed.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Back to School (#5.2)}"	 As they attempt to adjust to the Jump Street program, Officers Rocky and Garrett go undercover in a high school to flush out its biggest drug dealer. While Garrett tries to have some fun with his new persona, Rocky fears that a teacher may be coming on to her. Meanwhile, Hoffs tries to buy her dream house.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Besieged: Part 1 (#2.2)}"	 Hanson goes undercover at a rough school after a drug dealer is found shot to death in the parking lot. Penhall dons a uniform and patrols with a veteran officer that works in the community. Hoffs tries to help a junkie involved in the case.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Brothers (#5.6)}"	 Doug Penhall's estranged brother, Joey, transfers to the Jump Street Unit. After his attempts at making amends with Doug are rejected, he takes an assignment in which he must go deep undercover in a religious cult in order to extract a man's daughter and to prove that the cult is involved in illegal activities.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Come from the Shadows (#4.4)}"	 The team is sent to investigate who is smuggling in babies from El Salvador. And they begin by going undercover at a university where a priest is very critical of the Salvadoran practices and it is believed he is connected to the underground movement. Penhall finds himself attracted to a girl from El Salvador who works there and when she is caught by INS, he offers to marry her.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {God Is a Bullet (#4.5)}"	" Hoffs and Penhall are sent to an inner city school to investigate a drive by shooting. At the same time a new principal arrives. And he is determined to fix the place by taking a hard line that borders on the suppression of civil rights. He even makes Penhall, one of his ""personal security force""."	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {In the Name of Love (#5.15)}"	 A pompous Fed comes to Jump Street and tells Fuller, they're trying to find some a way to have probable cause to search the home and warehouse of a man, they believe is smuggling in drugs. The Fed wants Fuller to send someone to get close to the man's daughter. Mac begrudgingly does it. But is uncomfortable using the girl like that. And his girlfriend comes to see him, to see if they pick up where they left off.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Loc'd Out: Part 2 (#3.20)}"	 Hanson is suspected of killing a crooked cop who was responsible for Ioki's shooting. He goes on the run. Fuller gets Booker assigned to the cops's partner who might also be crooked, and Booker investigates the shooting. Hanson eventually turns to Penhall for help. Hanson is eventually caught and placed on trial.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Pilot (#1.1)}"	 Two young, black criminals break into the house of a middle class family. They threaten to kill the son, Kenny, who they say owes them 6.000 dollars. They steal the Jaguar outside and go away. When the police arrive, Kenny refuses to give any information about the intruders. One of the policemen is 21 year old Tom Hanson, who has just graduated from the Police Academy as the top of his class. His first days at work aren't successful. Tom looks too juvenile to bring about respect, and his impulsivity causes trouble for his colleagues. He is relocated to a special unit called Jump Street Chapel. This is an undercover unit, focused on serious crimes among teenagers. The looks of his new colleagues shock him. The police officers Doug Penhall, Harry Truman Ioki and Judy Hoffs look, behave and talk like teenagers, and their chief, Captain Richard Jenko, looks like an old hippie. Tom has to undergo the same transformation. He is given the false identity of Tom Bauer, and sent to Amherst High, where also the two black criminals and Kenny are students. Now he has the chance to solve the case, with which he got nowhere as an ordinary policeman.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {The Dreaded Return of Russell Buckins (#3.12)}"	 When Hanson's friend Rusell Buckins writes an article revealing the Jump Street Program, Hanson suspected of revealing the program to him is suspended. Hanson wanting to clear his name seeks him out. He finds him trying to land the daughter of a rich man. Wanting to get a little revenge on him makes a move on her.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Jump Street"" (1987) {Tunnel of Love (#5.1)}"	 Hoffs goes undercover inside a massage parlor that is also believed to be a brothel for underage girls, while Officer Garrett goes undercover as a patron. Meanwhile, a DEA agent is also investigating the owner of the parlor for drug trafficking.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"""21 Thunder"" (2017)"	 In the cutthroat world of pro soccer, a club lives and dies by the stars on its under-21 team. They are the future and lifeblood of any franchise, but most will never make it. 21 THUNDER is the story of the Montreal Thunder U21 team, following the team's star players on and off the field. A story of love, crime, race, sex and athletic glory, at its core the series is about how a group of players and coaches unite as family in the whirlwind of life, one step away from the pros.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21st Century Bard: The Making of Twelfth Night"" (2003)"	 This documentary, aired as a TV series, details the creation of Channel 4's updated version of Shakespeare's Twelfth Night. Including interviews with the director and cast, comparisons with previous adaptations of the Bard's works, and behind-the-scenes looks at the making of this TV movie, which intertwines classic literature with the modern-day issues of interracial romance and the plight of asylum-seekers in Europe.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""21st Century Terror"" (2006)"	" Ten part series on terrorism focusing on Islamic extremism from its early roots through the current conflict with the West. Two of the 10 parts are taken from earlier run theatrically released documentary 'Inside 9/11,' screened again with 8 new documentary hours as part of National Geographic ""Terrorism Week: Reign of Terror: Al Qaeda and the World Islamic Front for Jihad"""	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""227"" (1985)"	" Based on a play about the lives of women residing in a black apartment building in 1950s Chicago, by Christine Houston, Marla Gibbs, who first shot to stardom for playing the sarcastic housekeeper to Louise & George Jefferson, Florence Johnston, in ""The Jeffersons,"" got her own series. In this sitcom, she starred as Mary Jenkins, a tart-tongued, sharp housewife, who enjoyed a great deal of gossip, and often spoke of what she'd believed, not-so-good results. 227 was also about the many African-Americans who resided in a Washington, D.C. apartment building, among the many of her residents were Lester Jenkins, Mary's husband who was a construction worker, Brenda Jenkins, a teenaged daughter of Mary's & Lester's, whose very scholarly, when at times, she overdoes things and apologizes, Pearl Shay, an annoying, yet open-minded neighbor, who believes in gossip, the same topic Mary believes in, and Rose Halloway, a best friend of Mary's who show sympathy to the neighbors, who in turn, had a daughter, Tiffany. When the landlord dies [in the pilot episode], Rose took over Mr. Calloway's place, afterwards, until the fourth season. But at least somebody was as argumentative to Mary, until one day, her attractive, young building vamp, Sandra Clark, came over, and started feuding off and on with Mary about their own respective lives."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""227"" (1985) {Far from the Tree (#2.14)}"	 Sandra receives a letter from her mother, who is coming to visit. This upsets her because she feels that her mother never really loved her. Mary tries to placate her, but Sandra accidentally invites a gentleman friend, Mop, over for the same weekend her mother is visiting. Mary helps Sandra prevent her mother and Mop from meeting.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""227"" (1985) {Knock It Off (#5.17)}"	 Dylan and Travis find some money and they want to keep it but Mary tells them to turn it in and after a certain period of time if no one claims it, it's theirs. And just as they are about to get the money, a guy shows up claiming the money is his. But they refuse to give it to him, but the guy turns out to be a mobster and he threatens them. And eventually everyone shows up and he holds them there. And it's on the day Mary and her family are suppose to go on vacation.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""227"" (1985) {Matchmakers (#2.10)}"	 Rose is feeling frustrated that all the men she's been dating dumps her for younger girls. So to help her, Sandra suggests she joins a video dating service but Sandra suggests she adopt more exotic persona, so she transforms herself to Raquel. And when s guy expresses interest in her, she finds it hard to maintain the Raquel persona.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""227"" (1985) {No, My Darling Daughter (#4.21)}"	 Mary and Lester give a young man who has a criminal record a job. And at first they feel as if they're doing something good. And the young man even thinks of getting his GED. But when he makes a move on Brenda they don't approve and forbid it. And upon seeing they're reaction, he decides to forget getting the GED. Thinking that he's making a mistake they turn to educator Joe Clark for help.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
